DISORDER	FULLNAME	DATASET	READY_FOR_GSEA	NORMALIZATION	GENES	ORIGINAL_N	CHIP	PROCESS	X	Y
BRAINT	Brain Tumor	GSE15824	OK	Expression values were estimated using the GC-RMA implementation found in Genedata’s Refiner 4.1 (Genedata) package. Data-mining and visualization was performed using Genedata’s Analyst 4.1 package.  Only median fold ratio values with P < 0.05 using t test were used for subsequent analysis. All samples were quintile normalized and median scaled to correct for minor variations in their expression distributions.	54675	45	GPL570	DONE	11	9
BRAINT	Brain Tumor	GSE34771	quantile normalized	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as the normalization method. The trimmed mean target intensity of each array was arbitrarily set to 100. The data were log2-transformed.	54675	34	GPL570	DONE	11	10
BRAINT	Brain Tumor	GSE31262	quantile normalized	Initial analysis was done in J-Express 2.8b (Molmine). After removal of flags and control spots the arrays were quantile normalized and log2-transformed.	32875	14	GPL2986	DONE	12	1
BRAINT	Brain Tumor	GSE50021	quantile normalized	The data was normalized using per-probe median centered quantile normalzation in Partek Genomic Suite v6.6	29285	45	GPL13938	DONE	12	2
BRAINT	Brain Tumor	GSE44971	quantile normalized	For normalization of the expression data we used the MAS5.0 algorithm of the GCOS program (Affymetrix Inc). Target intensity was set to 100 (α1= 0.04 and α2 = 0.06). Detection p-values were assigned to each probe set using the MAS5.0 algorithm (trimmed mean 96 = 100). Quality of the arrays was ensured by inspection of the ß-actin and GAPDH 5′-3′ ratios as well as the percentage of present calls generated by the MAS5.0 algorithm (Affymetrix Inc).	54675	58	GPL570	DONE	12	3
BRAINT	Brain Tumor	GSE44684	quantile normalized	Data analysis was performed using GenomeStudio 2011.1 (methylationmodule 1.9.0) and anootation 1.2. The methylation analysis was performed as recommended by Illumina, with no background subtraction and normalisation to internal controls.	485512	67	GPL13534	DONE	12	4
BRAINT	Brain Tumor	GSE39182	quantile normalized	The scanned TIFF images were analyzed with Feature Extraction Software version 9.5.3.1 (Agilent) using default parameters (Agilent protocol GE1-v5_95_Feb07). The output of Feature Extraction was analyzed with the Agi4x44PreProcess package to obtain background subtracted (Agilent parameter gBGSubSignal). Only spots with signal minus background  flagged as “positive and significant” (FE field name gIsPosAndSignif)  and not flagged as ControlType or IsManualFlag were used. Probe intensities were log base 2 transformed and normalized across arrays  with the scale normalization method implemented in the function normalizeBetweenArrays of the R package ‘limma’ version 3.10.2. Within each array, log base 2 intensities of probes with identic ProbeName were averaged using the function avereps of limma	23701	25	GPL6480	DONE	12	5
BRAINT	Brain Tumor	GSE35493	quantile normalized	Data were background corrected and normalized using gcRMA (as implemented in Bioconductor).	54674	71	GPL570	DONE	12	6
BRAINT	Brain Tumor	GSE36278	OK	Data analysis has been carried out using GenomeStudio 2011.1 (methylationmodule 1.9.0) and annotation 1.2. The methylation analysis has been performed as suggested by Illumina with no background subtraction and normalization to internal controls.	485512	142	GPL13534	DONE	12	7
BRAINT	Brain Tumor	GSE34355	quantile normalized	BeadStudio software v3.2	27578	19	GPL8490	DONE	12	8
BRAINT	Brain Tumor	GSE31095	OK	Array normalization was performed with R-package Limma within the Bioconductor software.	45015	20	GPL4133	DONE	12	9
BRAINT	Brain Tumor	GSE15824	OK	Expression values were estimated using the GC-RMA implementation found in Genedata’s Refiner 4.1 (Genedata) package. Data-mining and visualization was performed using Genedata’s Analyst 4.1 package.  Only median fold ratio values with P < 0.05 using t test were used for subsequent analysis. All samples were quintile normalized and median scaled to correct for minor variations in their expression distributions.	5645754	45	GPL570	DONE	12	10
BRAINT	Brain Tumor	GSE26966	OK	Hybridization intensities were quantified and normalized across all arrays using the RMA algorithm with GC adjust available as an array processing tool on Partek® Genomics Suite™ 6.5 software (St.Louis, MS).  Data were filtered to remove all genes considered absent, as determined by the Affymetrix GeneChip Operating Software (GCOS), in greater than 95% of all the samples (22 out of 23 total samples).  Remaining transcripts (38,932 of 54,675) were used for all subsequent statistical and visual analysis.  A mixed model ANOVA was employed to estimate the batch effect and the data were adjusted using the Partek Batch Remover™ tool available on Partek Genomics Suite.	38932	23	GPL570	DONE	13	1
BRAINT	Brain Tumor	GSE25604	quantile normalized	Data files were RMA normalized and evaluated using the GeneSpring Software (Agilent). After global chip quality control and fluorescence gradient correction, differentially expressed probe sets (more than 2 fold) were identified.	22277	22	GPL571	DONE	13	2
BRAINT	Brain Tumor	GSE20395	quantile normalized	Illumina BeadStudio 3.1.3 with methylation module version 3.2 was used for dataset assembly. Fluorescent signals for methylated (Cy5) and unmethylated (Cy3) alleles give methylation level (β) = (max(Cy5 , 0))/(|Cy3| + |Cy5| + 100) with ~30 replicate bead measurements per locus. Detection P-values determined poor performing samples (n=2) and CpG loci (n=8), which were removed from analysis. X chromosome loci were also removed, leaving 1413 CpG loci associated with 773 genes. Raw average beta values were used and not subjected to normalization as per manufacturer's recommendations.	1413	138	GPL9183	DONE	13	3
BRAINT	Brain Tumor	GSE22692	OK	The numerical results were extracted with Bead Studio without any normalization or background subtraction. The data was preprocessed by Bioconductor beadarray and lumi (Du,P. et al. 2008) packages. The data were vst transformed and quantile normalized. Gene expression after siRNA transfections was compared to the siRNA negative control to calculate fold changes (ratios) after HES6 silencing. For HES6 overexpression the expression of pEYFP-HES6wt stable LN405 cell line was compared to pEYFP-mock transfected stable LN405 cell line to calculate log2 fold changes. ...	48803	20	GPL6947	DONE	13	4
BRAINT	Brain Tumor	GSE14295	OK	Data analyses were performed with Illumina BeadStudio (v3.1.7) and Bioconductor packages (v2.3) in the R programming environment (v 2.7.1). The image data were analyzed using the BeadStudio, the output files of which were imported into the R using the lumi package (v1.8.3). Probe set signal intensities were averaged. Expression profiles were then log2 transformed and quantile normalized for downstream analyses.	42764	47	GPL6102	DONE	13	5
BRAINT	Brain Tumor	GSE4290	quantile normalized	Affymetrix GCOS 1.2 with default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	54613	180	GPL570	DONE	13	6
EP	Epilepsy	GSE28674							13	7
EP	Epilepsy	GSE7486							13	8
EP	Epilepsy	GSE29796							13	9
EP	Epilepsy	GSE34099							13	10
EP	Epilepsy	GSE20977							14	1
CHRON	Chron's Disease	GSE20881							14	2
CHRON	Chron's Disease	GSE17594							14	3
FAMD	Familial Dysautonomia	GSE17043							14	4
FAMH	Familial Hemangioma	GSE34989							14	5
FRX	Friedreich's Ataxia	GSE30933							14	6
FRX	Friedreich's Ataxia	GSE22651							14	7
FRX	Friedreich's Ataxia	GSE11204							14	8
FRX	Friedreich's Ataxia	GSE5040							14	9
GAU	Gaucher Disease	GSE21899							14	10
GBS	Guillain-Barré Syndrome	GSE31014							15	1
HSP	Hereditary Spastic Paraplegia	GSE3307							15	2
HTLV1	HTLV-1 Associated Myelopathy	GSE34572							15	3
HTLV1	HTLV-1 Associated Myelopathy	GSE29332							15	4
HTLV1	HTLV-1 Associated Myelopathy	GSE29312							15	5
HTLV1	HTLV-1 Associated Myelopathy	GSE19080							15	6
HUNT	Huntington's Disease	GSE8762							15	7
HUNT	Huntington's Disease	GSE1767							15	8
HUNT	Huntington's Disease	GSE1751							15	9
HUNT	Huntington's Disease	GSE34721							15	10
HUNT	Huntington's Disease	GSE34201							16	1
HUNT	Huntington's Disease	GSE37547							16	2
HUNT	Huntington's Disease	GSE26927							16	3
HUNT	Huntington's Disease	GSE8762							16	4
HUNT	Huntington's Disease	GSE1751							16	5
HUNT	Huntington's Disease	GSE1767							16	6
CUSH	Hypercortisolism (Cushing's)	GSE30159							16	7
CUSH	Hypercortisolism (Cushing's)	GSE4060							16	8
CUSH	Hypercortisolism (Cushing's)	GSE8514							16	9
LEUK	Leukodystrophy	GSE23350							16	10
LUPUS	Lupus	GSE46907							17	1
LUPUS	Lupus	GSE51997							17	2
LUPUS	Lupus	GSE52471							17	3
LUPUS	Lupus	GSE51100							17	4
LUPUS	Lupus	GSE27293							17	5
LUPUS	Lupus	GSE42648							17	6
LUPUS	Lupus	GSE26768							17	7
LUPUS	Lupus	GSE32591							17	8
LUPUS	Lupus	GSE38567							17	9
LUPUS	Lupus	GSE37573							17	10
LUPUS	Lupus	GSE21384							18	1
LUPUS	Lupus	GSE30153							18	2
LUPUS	Lupus	GSE39928							18	3
LUPUS	Lupus	GSE27895							18	4
LUPUS	Lupus	GSE23203							18	5
LUPUS	Lupus	GSE26975							18	6
LUPUS	Lupus	GSE27427							18	7
LUPUS	Lupus	GSE20864							18	8
LUPUS	Lupus	GSE17755							18	9
LUPUS	Lupus	GSE22098							18	10
LUPUS	Lupus	GSE12374							19	1
LUPUS	Lupus	GSE13887							19	2
LUPUS	Lupus	GSE11909							19	3
LUPUS	Lupus	GSE10325							19	4
LUPUS	Lupus	GSE19033							19	5
LYME	Lyme Disease	GSE55815							19	6
LYME	Lyme Disease	GSE27252							19	7
LYME	Lyme Disease	GSE27995							19	8
MEN	Meningitis	GSE40586							19	9
METAL	Metachromatic Leukodystrophy	GSE23350							19	10
MS	Multiple Sclerosis	GSE16461							20	1
MS	Multiple Sclerosis	GSE21942							20	2
MS	Multiple Sclerosis	GSE52139							20	3
MS	Multiple Sclerosis	GSE40360							20	4
MS	Multiple Sclerosis	GSE43591							20	5
MS	Multiple Sclerosis	GSE43590							20	6
MS	Multiple Sclerosis	GSE41849							20	7
MS	Multiple Sclerosis	GSE41848							20	8
MS	Multiple Sclerosis	GSE41847							20	9
MS	Multiple Sclerosis	GSE41846							20	10
MS	Multiple Sclerosis	GSE41890							21	1
MS	Multiple Sclerosis	GSE39643							21	2
MS	Multiple Sclerosis	GSE32915							21	3
MS	Multiple Sclerosis	GSE21942							21	4
MS	Multiple Sclerosis	GSE26927							21	5
MS	Multiple Sclerosis	GSE16461							21	6
MS	Multiple Sclerosis	GSE26104							21	7
MS	Multiple Sclerosis	GSE21079							21	8
MS	Multiple Sclerosis	GSE17048							21	9
MS	Multiple Sclerosis	GSE20334							21	10
MS	Multiple Sclerosis	GSE14895							22	1
MS	Multiple Sclerosis	GSE17393							22	2
MS	Multiple Sclerosis	GSE17410							22	3
MS	Multiple Sclerosis	GSE17846							22	4
MS	Multiple Sclerosis	GSE15245							22	5
MS	Multiple Sclerosis	GSE13732							22	6
MD	Muscular Dystrophy	GSE36398							22	7
MD	Muscular Dystrophy	GSE11681							22	8
MD	Muscular Dystrophy	GSE6011							22	9
MD	Muscular Dystrophy	GSE3307							22	10
MD	Muscular Dystrophy	GSE1007							23	1
MD	Muscular Dystrophy	GSE1004							23	2
MD	Muscular Dystrophy	GSE465							23	3
MD	Muscular Dystrophy	GSE36398							23	4
MD	Muscular Dystrophy	GSE26852							23	5
MD	Muscular Dystrophy	GSE33799							23	6
MD	Muscular Dystrophy	GSE32720							23	7
MD	Muscular Dystrophy	GSE9397							23	8
MD	Muscular Dystrophy	GSE6011							23	9
NFM	Neurofibromatosis	GSE39764							23	10
NFM	Neurofibromatosis	GSE24328							24	1
NFM	Neurofibromatosis	GSE19370							24	2
NFM	Neurofibromatosis	GSE18444							24	3
NFM	Neurofibromatosis	GSE14038							24	4
NCL	Neuronal Ceroid Lipofuscinosis	GSE22225							24	5
PARK	Parkinson's Disease	GSE33298							24	6
PARK	Parkinson's Disease	GSE19587							24	7
PARK	Parkinson's Disease	GSE8397							24	8
PARK	Parkinson's Disease	GSE7621							24	9
PARK	Parkinson's Disease	GSE6613							24	10
PARK	Parkinson's Disease	GSE34287							25	1
PARK	Parkinson's Disease	GSE33298							25	2
PARK	Parkinson's Disease	GSE22491							25	3
PARK	Parkinson's Disease	GSE29654							25	4
PARK	Parkinson's Disease	GSE32037	Are these a series?						25	5
PARK	Parkinson's Disease	GSE32040							25	6
PARK	Parkinson's Disease	GSE32039							25	7
PARK	Parkinson's Disease	GSE23290							25	8
PARK	Parkinson's Disease	GSE28894							25	9
PARK	Parkinson's Disease	GSE26927							25	10
PARK	Parkinson's Disease	GSE20163							26	1
PARK	Parkinson's Disease	GSE20159							26	2
PARK	Parkinson's Disease	GSE24378							26	3
PARK	Parkinson's Disease	GSE21450							26	4
PARK	Parkinson's Disease	GSE19587							26	5
PARK	Parkinson's Disease	GSE15826							26	6
PARK	Parkinson's Disease	GSE20295							26	7
PARK	Parkinson's Disease	GSE20292							26	8
PARK	Parkinson's Disease	GSE20153							26	9
PARK	Parkinson's Disease	GSE20146							26	10
PARK	Parkinson's Disease	GSE20141							27	1
PARK	Parkinson's Disease	GSE20168							27	2
PARK	Parkinson's Disease	GSE18838							27	3
PARK	Parkinson's Disease	GSE8397							27	4
PARK	Parkinson's Disease	GSE7621							27	5
PARK	Parkinson's Disease	GSE6613							27	6
PARK	Parkinson's Disease	GSE4773							27	7
POMPE	Pompe Disease	GSE38680							27	8
PSP	Progressive Supranuclear Palsy	GSE53740							27	9
PSP	Progressive Supranuclear Palsy	GSE32037							27	10
PSP	Progressive Supranuclear Palsy	GSE32040							28	1
PSP	Progressive Supranuclear Palsy	GSE32039							28	2
RETT	Rett Syndrome	GSE51607							28	3
RETT	Rett Syndrome	GSE34099							28	4
SJO	Salivary Gland Disease	GSE23117							28	5
SJO	Salivary Gland Disease	GSE51092							28	6
SJO	Salivary Gland Disease	GSE48278							28	7
SJO	Salivary Gland Disease	GSE40611							28	8
SJO	Salivary Gland Disease	GSE23117							28	9
SJO	Salivary Gland Disease	GSE7451							28	10
SOTO	Soto's Syndrome	GSE27200							29	1
SMA	Spinal Muscular Atrophy	GSE27207							29	2
SMA	Spinal Muscular Atrophy	GSE8359							29	3
STROKE	Stroke	GSE47728							29	4
STROKE	Stroke	GSE47727							29	5
STROKE	Stroke	GSE22255							29	6
STROKE	Stroke	GSE16561							29	7
TUB	Tuberous Sclerosis	GSE12027							29	8
WILLIAM	William's Syndrome	GSE16715							29	9
WILLIAM	William's Syndrome	GSE47390							29	10
WILLIAM	William's Syndrome	GSE16715							30	1
