DISORDER	FULLNAME	DATASET	READY_FOR_GSEA	NORMALIZATION	GENES	ORIGINAL_N	CHIP	PROCESS	X	Y
BRAINT	Brain Tumor	GSE49822							12	5
BRAINT	Brain Tumor	GSE50024							12	6
BRAINT	Brain Tumor	GSE50022							12	7
BRAINT	Brain Tumor	GSE50021							12	8
BRAINT	Brain Tumor	GSE38142							12	9
BRAINT	Brain Tumor	GSE52009							12	10
BRAINT	Brain Tumor	GSE50161							13	1
BRAINT	Brain Tumor	GSE31262							13	2
BRAINT	Brain Tumor	GSE42656							13	3
BRAINT	Brain Tumor	GSE44971							13	4
BRAINT	Brain Tumor	GSE44684							13	5
BRAINT	Brain Tumor	GSE39182							13	6
BRAINT	Brain Tumor	GSE35493							13	7
BRAINT	Brain Tumor	GSE36278							13	8
BRAINT	Brain Tumor	GSE25631							13	9
BRAINT	Brain Tumor	GSE37418							13	10
BRAINT	Brain Tumor	GSE31545							14	1
BRAINT	Brain Tumor	GSE34258							14	2
BRAINT	Brain Tumor	GSE34355							14	3
BRAINT	Brain Tumor	GSE31095							14	4
BRAINT	Brain Tumor	GSE15824							14	5
BRAINT	Brain Tumor	GSE26966							14	6
BRAINT	Brain Tumor	GSE25604							14	7
BRAINT	Brain Tumor	GSE16583							14	8
BRAINT	Brain Tumor	GSE22692							14	9
BRAINT	Brain Tumor	GSE22615							14	10
BRAINT	Brain Tumor	GSE19720							15	1
BRAINT	Brain Tumor	GSE20395							15	2
BRAINT	Brain Tumor	GSE16581							15	3
BRAINT	Brain Tumor	GSE19391							15	4
BRAINT	Brain Tumor	GSE14098							15	5
BRAINT	Brain Tumor	GSE20018							15	6
BRAINT	Brain Tumor	GSE14295							15	7
BRAINT	Brain Tumor	GSE14087							15	8
BRAINT	Brain Tumor	GSE18015							15	9
BRAINT	Brain Tumor	GSE11822							15	10
BRAINT	Brain Tumor	GSE10878							16	1
BRAINT	Brain Tumor	GSE2223							16	2
BRAINT	Brain Tumor	GSE468							16	3
BRAINT	Brain Tumor	GSE4290							16	4
BRAINT	Brain Tumor	GSE4271							16	5
BRAINT	Brain Tumor	GSE4058							16	6
EP	Epilepsy	GSE28674							16	7
EP	Epilepsy	GSE7486							16	8
EP	Epilepsy	GSE29796							16	9
EP	Epilepsy	GSE34099							16	10
EP	Epilepsy	GSE20977							17	1
CHRON	Chron's Disease	GSE20881							17	2
CHRON	Chron's Disease	GSE17594							17	3
FAMD	Familial Dysautonomia	GSE17043							17	4
FAMH	Familial Hemangioma	GSE34989							17	5
FRX	Friedreich's Ataxia	GSE30933							17	6
FRX	Friedreich's Ataxia	GSE22651							17	7
FRX	Friedreich's Ataxia	GSE11204							17	8
FRX	Friedreich's Ataxia	GSE5040							17	9
GAU	Gaucher Disease	GSE21899							17	10
GBS	Guillain-Barré Syndrome	GSE31014							18	1
HSP	Hereditary Spastic Paraplegia	GSE3307							18	2
HTLV1	HTLV-1 Associated Myelopathy	GSE34572							18	3
HTLV1	HTLV-1 Associated Myelopathy	GSE29332							18	4
HTLV1	HTLV-1 Associated Myelopathy	GSE29312							18	5
HTLV1	HTLV-1 Associated Myelopathy	GSE19080							18	6
HUNT	Huntington's Disease	GSE8762							18	7
HUNT	Huntington's Disease	GSE1767							18	8
HUNT	Huntington's Disease	GSE1751							18	9
HUNT	Huntington's Disease	GSE34721							18	10
HUNT	Huntington's Disease	GSE34201							19	1
HUNT	Huntington's Disease	GSE37547							19	2
HUNT	Huntington's Disease	GSE26927							19	3
HUNT	Huntington's Disease	GSE8762							19	4
HUNT	Huntington's Disease	GSE1751							19	5
HUNT	Huntington's Disease	GSE1767							19	6
CUSH	Hypercortisolism (Cushing's)	GSE30159							19	7
CUSH	Hypercortisolism (Cushing's)	GSE4060							19	8
CUSH	Hypercortisolism (Cushing's)	GSE8514							19	9
LEUK	Leukodystrophy	GSE23350							19	10
LUPUS	Lupus	GSE46907							20	1
LUPUS	Lupus	GSE51997							20	2
LUPUS	Lupus	GSE52471							20	3
LUPUS	Lupus	GSE51100							20	4
LUPUS	Lupus	GSE27293							20	5
LUPUS	Lupus	GSE42648							20	6
LUPUS	Lupus	GSE26768							20	7
LUPUS	Lupus	GSE32591							20	8
LUPUS	Lupus	GSE38567							20	9
LUPUS	Lupus	GSE37573							20	10
LUPUS	Lupus	GSE21384							21	1
LUPUS	Lupus	GSE30153							21	2
LUPUS	Lupus	GSE39928							21	3
LUPUS	Lupus	GSE27895							21	4
LUPUS	Lupus	GSE23203							21	5
LUPUS	Lupus	GSE26975							21	6
LUPUS	Lupus	GSE27427							21	7
LUPUS	Lupus	GSE20864							21	8
LUPUS	Lupus	GSE17755							21	9
LUPUS	Lupus	GSE22098							21	10
LUPUS	Lupus	GSE12374							22	1
LUPUS	Lupus	GSE13887							22	2
LUPUS	Lupus	GSE11909							22	3
LUPUS	Lupus	GSE10325							22	4
LUPUS	Lupus	GSE19033							22	5
LYME	Lyme Disease	GSE55815							22	6
LYME	Lyme Disease	GSE27252							22	7
LYME	Lyme Disease	GSE27995							22	8
MEN	Meningitis	GSE40586							22	9
METAL	Metachromatic Leukodystrophy	GSE23350							22	10
MS	Multiple Sclerosis	GSE16461							23	1
MS	Multiple Sclerosis	GSE21942							23	2
MS	Multiple Sclerosis	GSE52139							23	3
MS	Multiple Sclerosis	GSE40360							23	4
MS	Multiple Sclerosis	GSE43591							23	5
MS	Multiple Sclerosis	GSE43590							23	6
MS	Multiple Sclerosis	GSE41849							23	7
MS	Multiple Sclerosis	GSE41848							23	8
MS	Multiple Sclerosis	GSE41847							23	9
MS	Multiple Sclerosis	GSE41846							23	10
MS	Multiple Sclerosis	GSE41890							24	1
MS	Multiple Sclerosis	GSE39643							24	2
MS	Multiple Sclerosis	GSE32915							24	3
MS	Multiple Sclerosis	GSE21942							24	4
MS	Multiple Sclerosis	GSE26927							24	5
MS	Multiple Sclerosis	GSE16461							24	6
MS	Multiple Sclerosis	GSE26104							24	7
MS	Multiple Sclerosis	GSE21079							24	8
MS	Multiple Sclerosis	GSE17048							24	9
MS	Multiple Sclerosis	GSE20334							24	10
MS	Multiple Sclerosis	GSE14895							25	1
MS	Multiple Sclerosis	GSE17393							25	2
MS	Multiple Sclerosis	GSE17410							25	3
MS	Multiple Sclerosis	GSE17846							25	4
MS	Multiple Sclerosis	GSE15245							25	5
MS	Multiple Sclerosis	GSE13732							25	6
MD	Muscular Dystrophy	GSE36398							25	7
MD	Muscular Dystrophy	GSE11681							25	8
MD	Muscular Dystrophy	GSE6011							25	9
MD	Muscular Dystrophy	GSE3307							25	10
MD	Muscular Dystrophy	GSE1007							26	1
MD	Muscular Dystrophy	GSE1004							26	2
MD	Muscular Dystrophy	GSE465							26	3
MD	Muscular Dystrophy	GSE36398							26	4
MD	Muscular Dystrophy	GSE26852							26	5
MD	Muscular Dystrophy	GSE33799							26	6
MD	Muscular Dystrophy	GSE32720							26	7
MD	Muscular Dystrophy	GSE9397							26	8
MD	Muscular Dystrophy	GSE6011							26	9
NFM	Neurofibromatosis	GSE39764							26	10
NFM	Neurofibromatosis	GSE24328							27	1
NFM	Neurofibromatosis	GSE19370							27	2
NFM	Neurofibromatosis	GSE18444							27	3
NFM	Neurofibromatosis	GSE14038							27	4
NCL	Neuronal Ceroid Lipofuscinosis	GSE22225							27	5
PARK	Parkinson's Disease	GSE33298							27	6
PARK	Parkinson's Disease	GSE19587							27	7
PARK	Parkinson's Disease	GSE8397							27	8
PARK	Parkinson's Disease	GSE7621							27	9
PARK	Parkinson's Disease	GSE6613							27	10
PARK	Parkinson's Disease	GSE34287							28	1
PARK	Parkinson's Disease	GSE33298							28	2
PARK	Parkinson's Disease	GSE22491							28	3
PARK	Parkinson's Disease	GSE29654							28	4
PARK	Parkinson's Disease	GSE32037	Are these a series?						28	5
PARK	Parkinson's Disease	GSE32040							28	6
PARK	Parkinson's Disease	GSE32039							28	7
PARK	Parkinson's Disease	GSE23290							28	8
PARK	Parkinson's Disease	GSE28894							28	9
PARK	Parkinson's Disease	GSE26927							28	10
PARK	Parkinson's Disease	GSE20163							29	1
PARK	Parkinson's Disease	GSE20159							29	2
PARK	Parkinson's Disease	GSE24378							29	3
PARK	Parkinson's Disease	GSE21450							29	4
PARK	Parkinson's Disease	GSE19587							29	5
PARK	Parkinson's Disease	GSE15826							29	6
PARK	Parkinson's Disease	GSE20295							29	7
PARK	Parkinson's Disease	GSE20292							29	8
PARK	Parkinson's Disease	GSE20153							29	9
PARK	Parkinson's Disease	GSE20146							29	10
PARK	Parkinson's Disease	GSE20141							30	1
PARK	Parkinson's Disease	GSE20168							30	2
PARK	Parkinson's Disease	GSE18838							30	3
PARK	Parkinson's Disease	GSE8397							30	4
PARK	Parkinson's Disease	GSE7621							30	5
PARK	Parkinson's Disease	GSE6613							30	6
PARK	Parkinson's Disease	GSE4773							30	7
POMPE	Pompe Disease	GSE38680							30	8
PSP	Progressive Supranuclear Palsy	GSE53740							30	9
PSP	Progressive Supranuclear Palsy	GSE32037							30	10
PSP	Progressive Supranuclear Palsy	GSE32040							31	1
PSP	Progressive Supranuclear Palsy	GSE32039							31	2
RETT	Rett Syndrome	GSE51607							31	3
RETT	Rett Syndrome	GSE34099							31	4
SJO	Salivary Gland Disease	GSE23117							31	5
SJO	Salivary Gland Disease	GSE51092							31	6
SJO	Salivary Gland Disease	GSE48278							31	7
SJO	Salivary Gland Disease	GSE40611							31	8
SJO	Salivary Gland Disease	GSE23117							31	9
SJO	Salivary Gland Disease	GSE7451							31	10
SOTO	Soto's Syndrome	GSE27200							32	1
SMA	Spinal Muscular Atrophy	GSE27207							32	2
SMA	Spinal Muscular Atrophy	GSE8359							32	3
STROKE	Stroke	GSE47728							32	4
STROKE	Stroke	GSE47727							32	5
STROKE	Stroke	GSE22255							32	6
STROKE	Stroke	GSE16561							32	7
TUB	Tuberous Sclerosis	GSE12027							32	8
WILLIAM	William's Syndrome	GSE16715							32	9
WILLIAM	William's Syndrome	GSE47390							32	10
WILLIAM	William's Syndrome	GSE16715							33	1
